review/appearance,beer/style,review/palate,review/taste,beer/name,review/timeUnix,beer/ABV,beer/beerId,beer/brewerId,review/timeStruct,review/overall,review/text,user/profileName,review/aroma,user/gender,user/birthdayRaw,user/birthdayUnix,user/ageInSeconds
4.0,Low Alcohol Beer,3.5,3.5,Clausthaler Golden Amber,1064126394,0.3,842,290,"{'isdst': 0, 'mday': 21, 'hour': 6, 'min': 39, 'sec': 54, 'mon': 9, 'year': 2003, 'yday': 264, 'wday': 6}",4.0,"Pale amber with a sizeable eggshell head, which retreats to leave all sorts of sticky lace.	Vaguely malty nose with additions of grassy hops and traces of sulphur.	Begins with a light caramel, with a minor suggestion of toastiness. Clean lagered middle. Grassier and actually (lightly) hoppy late. Tastes like beer, which is incredible for an NA.	Light bodied, but, once-again, beer-like. 	Awesome NA. I'd actually drink this without so much as a complaint. In fact, I can think of plenty ""real beers"" that I'd chose this over.",cokes,3.5,,,,
3.5,Low Alcohol Beer,3.5,3.5,Clausthaler Golden Amber,1056991055,0.3,842,290,"{'isdst': 0, 'mday': 30, 'hour': 16, 'min': 37, 'sec': 35, 'mon': 6, 'year': 2003, 'yday': 181, 'wday': 0}",4.0,"This is an excellent N/A beer.		Pours out to a light, amber in the glass with a fairly, large head. There is alot of carboination present. Many bubbles in this one. The taste is a very, pleasant surprise. The caramel malt taste with a slight sweetness, really adds to the drinkability factory and it doesn't leave a dry mouth like most N/A's. If you've had an O'Doul's Amber, this is similar, but with profoundly more taste. This actually tastes like beer.",proc,3.5,Male,"May 27, 1965",-145126800.0,1563462247.0
4.0,Low Alcohol Beer,3.0,3.5,Clausthaler Golden Amber,1055154791,0.3,842,290,"{'isdst': 0, 'mday': 9, 'hour': 10, 'min': 33, 'sec': 11, 'mon': 6, 'year': 2003, 'yday': 160, 'wday': 0}",3.0,"Glowing amber hue with a thinning white head of foam and has nice stringy lace patches that hold well. Smell is light and caramelly sweet of malts. Taste is a bit more of the same with a sweet sensible caramel tone at first, carbonation is light and holds through to a floral fresh hop finish, not bad for a lighter beer. Feel is medium body to lighter feel with an airy dry finish. Played out a bit. I wasn't sure what to think of it due to it being NA, which is actually a surprising quality, cuz it really tasted like albiet weaker, lager styled beer.",tavernjef,3.0,Male,"Mar 26, 1969",-24249600.0,1442585047.0
4.0,Low Alcohol Beer,3.5,3.5,Clausthaler Golden Amber,1048018187,0.3,842,290,"{'isdst': 0, 'mday': 18, 'hour': 20, 'min': 9, 'sec': 47, 'mon': 3, 'year': 2003, 'yday': 77, 'wday': 1}",3.5,"Deep amber color with perfect clarity and a large snow-white head; lace is truly excellent, carbonation is slight. Aroma is quite pronounced, with strong notes of malt extract and caramel sweetness. Taste begins with slight carbonation and pronounced caramel malts, towards the middle of the taste these assume a tart note. Finish is dominated by herbal hops; these balance out the sweet malts rather well. Mouth feel is excellent for a NA beer. Overall, this is the best non-alcoholic beer that I have tried. It certainly beats a soda for refreshment.",Pegasus,3.5,,,,
3.5,Low Alcohol Beer,3.0,3.5,Clausthaler Golden Amber,1046102834,0.3,842,290,"{'isdst': 0, 'mday': 24, 'hour': 16, 'min': 7, 'sec': 14, 'mon': 2, 'year': 2003, 'yday': 55, 'wday': 0}",3.5,"The beer is a brownish amber. The fine white head is quite beer-like and reduces to a thin white film.		The smell is corn syrup with some malt. The front is paper, giving way to a malty middle. Slight bitterness can be detected in the finish. I've tried a lot of NAs and this is one of my favorite.",kbub6f,2.5,Male,"Feb 27, 1968",-58204800.0,1476540247.0
4.0,Low Alcohol Beer,3.5,3.5,Clausthaler Golden Amber,1037666350,0.3,842,290,"{'isdst': 0, 'mday': 19, 'hour': 0, 'min': 39, 'sec': 10, 'mon': 11, 'year': 2002, 'yday': 323, 'wday': 1}",3.5,WoW. Percect Non-Alcoholic Beer. I didn't know that it was a Non-Alcoholic Beer when I asked for it. It was to my surprise when i tasted it that this beer is perfect in every way (and the fact that it has 0.0% Alcohol adds benefits to it such as... drink freely and as many as you want		Cheers		ipogios,ipogios,3.5,,,,
4.0,Low Alcohol Beer,4.0,3.5,Clausthaler Golden Amber,1017706374,0.3,842,290,"{'isdst': 0, 'mday': 2, 'hour': 0, 'min': 12, 'sec': 54, 'mon': 4, 'year': 2002, 'yday': 92, 'wday': 1}",3.0,"Presentation: 12 oz brown bottle, &#8220;Enjoy the best taste before&#8221; date on the back label.		Appearance: Crystal clear to say the least, good head that lasts a little while then subsides to a cake like lace that floats on top of the faded brownish amber stained wood colour.		Smell: The smell of freshly cooled unfermented beer in the nose &#8230; basically the fresh mash and fresh hop smell before the yeast transforms it into beer.		Taste: Light to moderate body, nice crispness from the carbonation and a little thin on the mouth feel. Slight unfermented beer flavour of mash and boiled hops though with a more maltier flavour. Bitterness is similar to a hop tea soft yeast noticeable. Hops go herbal real quick and a mild steely caramel malt sweetness rides into the finish. Semi sweet brew.		Notes: Actually not that bad for a non-alcoholic brew, more flavour than most NA beers &#8230; to sum it up, if you have to drink NA beer and you want flavour, this is your brew. Less than .05% abv.",Jason,3.5,,,,
4.0,Low Alcohol Beer,2.5,4.0,Fosters Light Ice,1272241976,2.3,28579,353,"{'isdst': 0, 'mday': 26, 'hour': 0, 'min': 32, 'sec': 56, 'mon': 4, 'year': 2010, 'yday': 116, 'wday': 0}",4.0,"Good old fosters. Although it isn't the most alcoholic beer in the world, it is a good thirst quencher and tastes good. If you are looking to get pissed, look elsewhere. You can drink these all day and they do nothing to you and you can barely get tipsy. Nine of them in 3 hours barely did anything to me, but was great anyway. 		All in all a reasonable beer that is better than a D",resistivity,2.5,,,,
2.0,Low Alcohol Beer,2.5,1.5,Fosters Light Ice,1149718906,2.3,28579,353,"{'isdst': 0, 'mday': 7, 'hour': 22, 'min': 21, 'sec': 46, 'mon': 6, 'year': 2006, 'yday': 158, 'wday': 2}",1.5,Medium to dark gold in colour that is translucent to the point of shiningwhich is a look that I find disquieting.	A sudsy head quickly disappears There is a small level of carbonation.	It has the ubiquitous CUB metallic smell	The taste is corn malt undertones and corn malt overtoneswith a tasteless bitterness.	The minimal visual carbonation belies that felt in the mouth.It is very carbonated and reasonably bitter so that I imagine it may have some refreshing qualities.	I shudder to think thta people buy this beer and drinkit in quantity and presumably voluntarily.	It is crap and I would be embarrassed if I brew it,jarmby1711,2.0,,,,
2.0,Low Alcohol Beer,1.5,2.0,Fosters Light Ice,1143199532,2.3,28579,353,"{'isdst': 0, 'mday': 24, 'hour': 11, 'min': 25, 'sec': 32, 'mon': 3, 'year': 2006, 'yday': 83, 'wday': 4}",2.0,"Pours kind of a 'dim' golden color. Not really dark gold, but not light or medium either. With a thin layer of chunky foam on the top. Not really all that appealing. I can't smell a damn thing from this beer. Usually there's some smell. Let me check, yep, my nose still works. This beer just has no aroma whatsoever. And hey, the flavor matches! It has just enough flavor at the start to make you think it'll have some flavor, then it just disappears. So far, so... mediocre. The mouthfeel isn't very good either, but at least it exists. It's watery with a tiny bit of carbonation. All in all, it's a very flavorless beer, and pretty much what I've come to expect from macro breweries. Though, this is particularly flavorless. Good job, Fosters!",Kulrak,2.0,,,,
3.0,Low Alcohol Beer,2.0,1.5,Fosters Light Ice,1140816935,2.3,28579,353,"{'isdst': 0, 'mday': 24, 'hour': 21, 'min': 35, 'sec': 35, 'mon': 2, 'year': 2006, 'yday': 55, 'wday': 4}",2.0,"So my father-in-law is visiting from the US, and he went out to pick up a 6-pack of beer. Recognising the 'Fosters' brand, and being a Coors Light drinker back home, he grabbed a 6-pack of the lovely Fosters Light Ice.		This 'beer' comes in a blue can that lets you know it uses ""Extra high gravity brewing with chill filtering."" It also has a ""crisp taste"" offers ""extreme refreshment."" What more could you want?!		I poured a bit into a glass for myself to see how awful it really was. I wasn't disappointed. It's truely awful. It actually looks nice enough, with a darker body than most CUB beers and a decent fluffy white head. It goes downhill from there.	Corn Syrupy sweet smell, no hops - except for those metallic-tasting hop extract thing -. Heavy, again syrupy, mouthfeel. Sickly sweet taste and not very beer like at all. This is a beer to be missed!",DaveFL1976,1.5,,,,
3.0,Low Alcohol Beer,3.0,3.0,Prostel Alkoholfrei,1278684165,0.7,29398,2222,"{'isdst': 0, 'mday': 9, 'hour': 14, 'min': 2, 'sec': 45, 'mon': 7, 'year': 2010, 'yday': 190, 'wday': 4}",3.0,"a - very light lemon pee yellow. lots of foamy head		s - It smells a bit airy, but also just exactly like the spent mash from a batch of wort. It's not an unpleasant smell if you brew much.		t - A bit sour. more spent mash raw barley taste plus a hint of floral something. Not bad.		M - a bit malty and not thin and watery at all. 		D - The best non-alcohol beer I've had out of 4 attempts in my life. This is better than some AAL and AAA beers I've had. If I lived in a dry county or someplace where alcohol is illegal I could imagine drinking this from time to time as a substitute.",jeranbrews,4.0,,,,
4.5,Low Alcohol Beer,3.5,2.5,Prostel Alkoholfrei,1255730816,0.7,29398,2222,"{'isdst': 0, 'mday': 16, 'hour': 22, 'min': 6, 'sec': 56, 'mon': 10, 'year': 2009, 'yday': 289, 'wday': 4}",2.5,"Prostel pours a clear brass-gold body beneath a full head of frothy white foam. The head retention is excellent, as is the lacing. 		The aroma is cereal-like with some minor floral hop notes behind it.		In the mouth it's medium bodied and crisp with a very fine-bubbled, median carbonation.		The flavor is also very cereal-like, and worty; and that sticks in the back of your mouth at the finish, leaving you with a dull, stale bitterness and flavor that's reminiscent of cardboard. My guess would be that this is produced using ""dumb"" yeast that drop out quickly, or without any yeast at all. It could, however, be cooked to drive off the alcohol. Regardless, it's not particularly well done. That's not to say it's a horrible beer, but there are better non-alcoholic beers available.		Drinkability... only if you have to.",NeroFiddled,3.0,,,,
3.0,Low Alcohol Beer,3.0,3.0,Prostel Alkoholfrei,1143514890,0.7,29398,2222,"{'isdst': 0, 'mday': 28, 'hour': 3, 'min': 1, 'sec': 30, 'mon': 3, 'year': 2006, 'yday': 87, 'wday': 1}",3.0,"Pours a super clear gold colored beer with a good white head.		Smell is very grainy like the smell of Cornflakes. Good malt aroma and slightly sweet.		Taste is a bit sweet with a clear taste of malt to this. Mildly bitter but by no means harsh like some other alcohol free beers that I have had. Flavor is much like good dark bread. Might could be a little more bitter but this isn't bad at all.		Mouthfeel is not bad at all, must be a lot of maltodextrin in it.		Not bad at all to drink. Only slight thing is that it is slightly sweeter than a Lager but only slightly. One of the top 3 alcohol free beers that I have had.",Zorro,3.0,,,,
3.5,Low Alcohol Beer,4.0,4.0,Kaiserdom Club Malz,1282510025,,25036,2222,"{'isdst': 0, 'mday': 22, 'hour': 20, 'min': 47, 'sec': 5, 'mon': 8, 'year': 2010, 'yday': 234, 'wday': 6}",4.0,"Very Dark in color, a deep brown that borders on black. Short tan head. This is much more of a ""malt"" product than a non-alcohol beer. It's quite similar to Malta. It has a rich, caramelish and cereal-like flavor. It reminds me a bit of 'Ovaltine'. Full bodied with a moderate carbonation. Quite nice. One of the best 'beers' of this style I've ever had.",NeroFiddled,4.0,,,,
3.5,Low Alcohol Beer,3.0,2.0,Kaiserdom Club Malz,1122779161,,25036,2222,"{'isdst': 0, 'mday': 31, 'hour': 3, 'min': 6, 'sec': 1, 'mon': 7, 'year': 2005, 'yday': 212, 'wday': 6}",3.0,"Pours a clear super dark brown with a fast dying tan head.		Smell is all malt with a strong cracker scent and some quite a bit of toasted grain scent.		Taste is very sweet with a big grain flavor like Nordic flatbread with honey on it. To sum up the flavor it is carbonated unfermented Munich lager wort.		Mouthfeel is OK.		Not real drinkable, this is another one of these alcohol free beers that are basically carbonated wort plus fizz. I'm going to pitch yeast in the rest of these and see what I can make.",Zorro,3.0,,,,
2.5,Low Alcohol Beer,3.0,1.5,Hansa Malz,1195235154,,2174,726,"{'isdst': 0, 'mday': 16, 'hour': 17, 'min': 45, 'sec': 54, 'mon': 11, 'year': 2007, 'yday': 320, 'wday': 4}",2.0,"I figured when the hell am I going to get to try a Malzbier again? So I picked one up at the Rewe grocery store below our room and here it goes... (On a side note, I'm not quite sure how to rate this, as I have no standard Malzbier with which to compare this).		A- Slightly lighter and redder than Coke, but pretty similar looking overall except for the thin tan head that lingers.	S- Sickly sweet; Grapenuts was the first thing that popped into my head; grainy; almost a farm-like scent, but I think that's just the grain smell.	T- For anybody who's ever brewed, it tastes like carbonated wort. For those who haven't, it's cloyingly sweet. The taste of cane and brown sugar hits your palate immediately. Nothing really complex, just sweet malt with a touch (and I mean just a touch) of hops in the finish.	M- On the thin side for a beer; typical of a cola.	D- I think I should be drinking this ice cold, which I'm not. As it is, I can't imagining finishing this 0.5L bottle.		Overall: I suppose it's worth trying as a curiosity if you've never had the style before. To that extent, I don't regret buying the bottle. But that being said, I can't imagine I'll ever buy this again. I'm also not sure if I'd ever try another brand of Malzbier. Of course, if it had more bitterness and maybe some roasted flavors, it might be a little more interesting. As such, I'm not entirely ready to condemn the idea of Malzbier.		On a side note, Malzbier is now being marketed as an energy drink. The bottle reads: ""Erfrischender Malzdrink: more taste, more fun, more energy."" How depressing that a country with such an incredible brewing tradition is turning to second-rate Malzbiers and beer cocktails such as Radler (Pils and Sprite) and Diesel (Pils and Coke) for their thirst-quenching needs.",Windigstadt,2.5,,,,
4.0,Low Alcohol Beer,2.5,2.5,Preta Doce,1291833988,0.5,64222,6748,"{'isdst': 0, 'mday': 8, 'hour': 18, 'min': 46, 'sec': 28, 'mon': 12, 'year': 2010, 'yday': 342, 'wday': 2}",2.5,"Had last night with my supper which was rice with rogan josh sauce.		Poured from an 11.2oz. bottle and shared with my daughter.		Appearance: A lopsided head, 2-3 fingers, with a brown body that looked more blood orange in the light.		Smell: Caramel and malt with a sweetness that isn't strong		Taste: Same as the aroma though it reminded me a bit of flat root beer.		Mouthfeel: Very low carbonation with a body that isn't very thick compared to other variations of malt beers.		Drinkability: I've had better malts than this.		Overall: Not worth it really though it is cool to try a product from a country that i normally wouldn't have access to.",papat444,3.0,Male,,,
2.0,Low Alcohol Beer,1.5,2.0,Ambar Green,1130172486,,26570,917,"{'isdst': 0, 'mday': 24, 'hour': 16, 'min': 48, 'sec': 6, 'mon': 10, 'year': 2005, 'yday': 297, 'wday': 0}",1.0,"An non alcoholic beer from spain, its 0,0 ABV; for the liovers of hops, water and malt without the punch of alcohol; a traditional elaboration, aromatic llke hops flower smell, taste round, soft, and little bitter by its artificially flavored process; 51% recommended.",tesguino,1.5,Male,,,
2.0,Low Alcohol Beer,1.5,1.5,FrÃ¼h KÃ¶lsch Alkoholfrei,1152811009,,31693,1450,"{'isdst': 0, 'mday': 13, 'hour': 17, 'min': 16, 'sec': 49, 'mon': 7, 'year': 2006, 'yday': 194, 'wday': 3}",1.5,"A kind gift from a friend, who apparently assumes that I can't drink... or, more likely, the word ""Alkoholfrei"" on the label doesn't ring a bell to him in English. Well, it's my first time to try any alcohol free/low alcohol beer, so let's look to the bright side (I say this to myself), it's a brand new chapter in my beer experience!!		Coming in exactly the same packaging as the normal Frh Klsch, 500ml brown glass bottle, BB 22/08/06, served chilled in a classic, 20cl Klsch-Stange glass (of Gaffel).	A: pours a dark yellow straw colour, the beer head comes loosely-formed and disappears very fast, not like a normal Klsch should be; HUGE bubbles compose of the lively carbonation, looking really abnormal for a Klsch but common to a artificially-carbonated fizzy soft drink like Sprite...	S: honeyish malts, with rich grainy touches of corn-cake, and a restrained fruitiness of banana and some herbal hops. Overall, simplistic, and slightly too sweet for a Klsch.	T: worse than the nose... a thin, corn-ish and grainy theme upfront with touches of watered-down sugar cane juice, underneath there's a restrained flow of hop-bitterness and some biscuity malty aftertaste gradually prevailing, trying to make up for the lack of flavour throughout. Thin finish with a flavour like chewing paper in the mouth...	M&D: overly light-bodied, if there's any body at all--watery, fizzy, utterly bland and tasting unnatural. I just can't help wondering why people would bother to produce such things as Alcohol-Free beer... Those who can't take alc. for whatever reasons could as well choose much better and decent soft drinks to enjoy, can't they? I hate to slam a beer, but this is simply gonna be my first, and very last, sample of this ""beer style"".",wl0307,2.5,Male,,,
4.0,Low Alcohol Beer,4.0,4.0,Jever Fun,1305573455,,6848,737,"{'isdst': 0, 'mday': 16, 'hour': 19, 'min': 17, 'sec': 35, 'mon': 5, 'year': 2011, 'yday': 136, 'wday': 0}",4.0,"For a 0% beer this is excellent, I have not found an other 0% beer that comes close to it. I even like to drink it, which what I can't say of most other alcoholfree beers.		I'm a bit amazed that this beer is not brewed anymore according to your site, because I regularly buy it here in Amsterdam ;))		I hope it will be brewed for a long time!",DrSpamm,3.5,,,,
3.0,Low Alcohol Beer,3.5,3.5,Fancy Low Alcohol Beer,1310496046,1.0,70970,718,"{'isdst': 0, 'mday': 12, 'hour': 18, 'min': 40, 'sec': 46, 'mon': 7, 'year': 2011, 'yday': 193, 'wday': 1}",3.5,"I had to drink this beer during one of the most epic tastings i ever had. Beeing the driver i had to drink low alcohol beer. Drank it at The Bierloods in Adegem. Best before august 2011.		Poured in a Fancy glass this beer looks quit good for a low alcohol beer. Nice golden yellow fluid with a decent but small head. 		Smell is as to be expected for this kind of beer; not spectacular but simple.		Taste is not too sweet, one of the stupid things they normally do with these beers. Taste is a bit watery but the 1 percent abv hides this taste a little. Decent!",Brabander,3.5,,,,
3.5,Low Alcohol Beer,2.5,1.0,Malta India,1311783634,0.5,5952,2349,"{'isdst': 0, 'mday': 27, 'hour': 16, 'min': 20, 'sec': 34, 'mon': 7, 'year': 2011, 'yday': 208, 'wday': 2}",1.0,"Picked this up from a bodega in Spanish Harlem. I wanted to taste this strange beverage that all the Dominicans in my neighborhood seemed to love. Poured in a shaker.		A: Pours a deep, dark brown with a mocha head. Looks somewhat like an underattentuated stout.		S: Smells like the sticky saccharine scents I assume would come out of a powder sugar factory. Sweet, sticky and altogether unpleasant. 		T: Those scents I couldn't put a finger on come through in the taste. Damn! Tastes like molasses. Seriously. Straight-up molasses/maple syrup Cuve cut with agave and sugarcane juice. Just ridiculously sweet and cloying. 		D: Mouthfeel is full and creamy, but it just serves to make the experience a little nastier. Can't finish this. This belongs on top of ice cream, not in a glass.		Overall: It's not beer folks, it can't be. This tastes like the dark toxic runoff from Willy Wonka's factory. Useful for inducing immediate onset diabetes or keeping 7-year-olds awake for weeks...not really fit for consumption.",JohnnyChicago,2.0,,,,
4.0,Low Alcohol Beer,3.5,3.0,Malta India,1292004610,0.5,5952,2349,"{'isdst': 0, 'mday': 10, 'hour': 18, 'min': 10, 'sec': 10, 'mon': 12, 'year': 2010, 'yday': 344, 'wday': 4}",3.5,"Had this with my lunch, a pepperoni & cheese sandwich.		Poured from a 355ml. bottle, best before 02/11.		Appearance: Am opaque cola body with 2 fingers of creamy foam that settles to a thin ring.		Smell: Very malty with strong caramel, molasses and a present but not overbearing sweetness.		Taste: More molasses than caramel with a bit of a harsh finish (herbs?).		Mouthfeel: Carbonation very low yet it manages to have enough life to it.		Drinkability: Sweetness not too strong so it makes it go down easy.		Overall: Take away the mild harsh finish and you're left with a decent malt.",papat444,3.5,Male,,,
3.5,Low Alcohol Beer,2.0,3.0,Malta India,1276874901,0.5,5952,2349,"{'isdst': 0, 'mday': 18, 'hour': 15, 'min': 28, 'sec': 21, 'mon': 6, 'year': 2010, 'yday': 169, 'wday': 4}",2.5,"Found an 8-pack of this stuff at the local Asian/World market. Never heard of this stuff, but it looks tasty!		A - Thick syrupy dark brown liquid with a nice little brown head. Looks very much like a good porter or stout in the glass. (note: after pouring this to get a look at it, I put a few ice cubes in the small glass since that's the traditional way of drinking this stuff).		S - Brown sugar, molasses, Malt-O-Meal hot cereal, and super-sugary milk chocolate.		T - Wow, thats RICH! Sugary as all hell (I guess that's what happens when the yeast is not allowed to metabolize the sugar into alcohol... you're left with just a bunch of sugar!) Really tastes very much like a jar of molasses with some brown sugar mixed in. Oatmeal served drowned in YooHoo and topped with about a pound of brown sugar.		M - Syrupy, rich, thick, and sugary. A small amount of carbonation and a little bit of a lactic twang help keep this from being ridiculously cloying, although it still fits squarely into that definition.		D - At first I was shocked and appalled at the super-sugary flavor, but then the more I sipped the more I started to enjoy this for what it is. This is a desert-like substance that is best enjoyed in very small sips and thoroughly iced down. The bottles that I bought are about 8oz and IMO that's just about enough. I actually ended up really enjoying this... stuff... whatever it is.",pmcadamis,3.5,Male,,,
2.5,Low Alcohol Beer,1.5,2.0,Malta India,1265277436,0.5,5952,2349,"{'isdst': 0, 'mday': 4, 'hour': 9, 'min': 57, 'sec': 16, 'mon': 2, 'year': 2010, 'yday': 35, 'wday': 3}",2.0,"This porter-ish looking beverage smells like straight barley malt syrup. It has soapy soda bubbles clinging to the rim, but not soda carbonation. 		It is very syrupy. And it redefines the term cloying. 		Yuck. I imagine it is an acquired taste. When I was a kid I would've loved it. Since my sweet tooth fell out, not so much. 		Anyway, hops or any other flavor are completely blanketed by malted barley. 		This would make a very nice contribution to a marinade or stock base, used like mirin or sherry.",ktrillionaire,3.5,,,,
3.0,Low Alcohol Beer,1.0,1.5,Malta India,1243885575,0.5,5952,2349,"{'isdst': 0, 'mday': 1, 'hour': 19, 'min': 46, 'sec': 15, 'mon': 6, 'year': 2009, 'yday': 152, 'wday': 0}",1.0,"Approx 12oz bottle.		I had this in Puerto Rico. Drank it right out of the bottle so I gave it a neutral appearance rating. 		It smelled much like a bag of brown sugar that had been fermented with barley malt. Much like sweet, yeasty bread.		Tasted like molasses with a malty kick. A bit of a yeasty twang.		Thick, sweet mouthfeel. About 1.5 times the body of root beer.		Not the most refreshing drink under the tropical sun.		A worthwhile cultural treat, but I couldn't finish it. Certainly not something I would readily try again.",emsroth,2.0,,,,
3.0,Low Alcohol Beer,3.0,2.5,Malta India,1234233292,0.5,5952,2349,"{'isdst': 0, 'mday': 10, 'hour': 2, 'min': 34, 'sec': 52, 'mon': 2, 'year': 2009, 'yday': 41, 'wday': 1}",1.5,"I picked this up at an international grocery store. I had never heard of Malta and it sounded interesting.		12 oz bottle poured into a shaker pint. Thin tan head with no retention. Thin film of lace on the surface. Color is a dark caramel brown to almost black.		Smell is sweet and strong aroma of malted milk balls. Taste is pretty much the same. Personally I'm not used to something this sweet and it's a bit of a turn off, however people who enjoy sweets may really enjoy this. There is a mild hint of coffee bitterness.		Mouthfeel borders on syrupy and the carbonation is thin. Honestly, this is way too sweet for me and it started to upset my stomach after only a few sips. I tried it, I did not like it.",bort11,2.5,Male,"Sep 13, 1975",179823600.0,1238511847.0
4.0,Low Alcohol Beer,3.5,4.0,Malta India,1217918551,0.5,5952,2349,"{'isdst': 0, 'mday': 5, 'hour': 6, 'min': 42, 'sec': 31, 'mon': 8, 'year': 2008, 'yday': 218, 'wday': 1}",4.0,"If you've read the other reviews you should know by now that THIS IS NOT A BEER. It is a very sweet soda with a nice malty caramel aroma. It tastes sweet, has a medium-full body feel (think Porter) and obviously goes down smooth. For those who are expecting something akin to a Yuengling Black and Tan or Guinness, you will be shocked and disappointed.",AndrewSeltmen,4.0,,,,
4.0,Low Alcohol Beer,3.0,2.0,Malta India,1179769458,0.5,5952,2349,"{'isdst': 0, 'mday': 21, 'hour': 17, 'min': 44, 'sec': 18, 'mon': 5, 'year': 2007, 'yday': 141, 'wday': 0}",1.0,"Im surprised to see this on this site. I like to recommend this soda to friends at Mexican restaurants and laugh at them when they turn green after the first sip. This is not a beer and doesnt seem to fit with the low abv beer category. I believe the (up to) .5% abv is just a side affect of the process in which this is made, not the intention. I bought my first bottle when I was 17 or so and wasnt carded as one would be if buying near beer. At any rate, this is a rather interesting beverage that I do not particularly care for but do respect for its uniqueness. I would describe the entire experience, from appearances, to aromas, to flavor as drinking watered down molasses. This is a hard one to down if youre not used to it so its a good thing that it comes in a teeny tiny bottle. Some caramel and a general damp barley quality enter into play too but molasses dominates the day. Strange, strange brew.",DaPeculierDane,2.0,,,,
5.0,Low Alcohol Beer,5.0,5.0,Malta India,1110334257,0.5,5952,2349,"{'isdst': 0, 'mday': 9, 'hour': 2, 'min': 10, 'sec': 57, 'mon': 3, 'year': 2005, 'yday': 68, 'wday': 2}",5.0,"The drink pours black with plenty of head since it is traditionally poured over ice.		Room aroma is the epitome of full bodied lots of strong pungent aromas off set and perfectly balanced and preserved by an over abundance of sweetness. Same applies for the taste definitely one of those drinks where what you smell is what you taste.		Reflections: I'm originally from Puerto Rico and I grew up drinking this stuff. Definitely an acquired taste, the other reviews on this site are in line with what all my gringo friends have thought about this stuff too. But I must be the one to say it's great! I can't find a beer I like as much as I do Malta India. A special thanks to oggg and scobratec for taking the time to actually understand this drink.		-prsaxman",prsaxman,5.0,Male,"Feb 9, 1983",413625600.0,1004709847.0
2.0,Low Alcohol Beer,3.0,2.5,Malta India,1100887320,0.5,5952,2349,"{'isdst': 0, 'mday': 19, 'hour': 18, 'min': 2, 'sec': 0, 'mon': 11, 'year': 2004, 'yday': 324, 'wday': 4}",2.5,"This drink pours dark brown/black with a filmy head and little retention. The aroma is similar to homebrewing wort with hints of cereal grains and corn syrup. The taste is sickly sweet( I had this warm, I recommend drinking it very cold!) I could taste the barley malt, molasses and corn but not the hops the label claims.		Reflection: Many of the people I work with grew up drinking malty sodas and they recommened this one to me to try. It smells good but its way to sweet for my taste.",Kookiekwan,4.0,,,,
3.5,Low Alcohol Beer,3.5,3.5,Malta India,1099644040,0.5,5952,2349,"{'isdst': 0, 'mday': 5, 'hour': 8, 'min': 40, 'sec': 40, 'mon': 11, 'year': 2004, 'yday': 310, 'wday': 4}",3.5,"Lots of harsh reviews on this malt beverage. I, too, have no idea why it is in here, but I'd like to give my two cents. 		This is a non alcoholic malt soda. 		It is not supposed to be anything like beer. 		It pours dark, like a coke. It's highly carbonated like a coke. The smell is strong and is reminiscent of freshly milled Belgian aromatic malt (I know because I milled some the day before I drank some). For homebrewers like me who get intoxicated by the smell of cooking wort, this drink has a gorgeous aroma. No hop flavor or aroma. This drink is a thick, syrupy sweet soda with a huge caramel and malt flavor. No bitterness, because it's a soda. Thick. Easily a huge breakfast in the bottle.		I'm also tried several other of these malt sodas -- their names are so hard to remember. They vary a little, like coke and pepsi. My leading favorite is Malta Goya.		---	2/15/05 After trying 2 Munich dunkels, I'd have to say that Malta India is closest in style to a Munich dunkel.",oggg,3.5,Male,"Mar 9, 1976",195206400.0,1223129047.0
1.0,Low Alcohol Beer,1.0,1.0,Malta India,1097764636,0.5,5952,2349,"{'isdst': 0, 'mday': 14, 'hour': 14, 'min': 37, 'sec': 16, 'mon': 10, 'year': 2004, 'yday': 288, 'wday': 3}",1.0,Words can not explain the atrociousness of this drink. Pours like 10W30. Smells like the aftermath of a skunk vomit war. Tastes like barnyard dysentery discharge. I cannot feel my mouth now. Not drinkable. At all. I would rather drink a bucket of diarrhea.,Gruntlumber,1.0,,,,
1.0,Low Alcohol Beer,1.0,1.0,Malta India,1083017275,0.5,5952,2349,"{'isdst': 0, 'mday': 26, 'hour': 22, 'min': 7, 'sec': 55, 'mon': 4, 'year': 2004, 'yday': 117, 'wday': 0}",1.0,"I was quite surprised to find this on BeerAdvocate, as it doesn't claim to be a beer. It's a ""non-alcoholic malt beverage.""		Anyway, really everything about it is bad. Poured into a glass, there's just something about it that makes it look like a bad idea even from twenty feet back. Call it foreshadowing if you will. It smells absolutely horrid - like nothing else I've ever experienced. The taste is even worse. I can't comment on the mouthfeel because I couldn't keep it in my mouth long enough to come up with any sort of description. As for drinkability, well, it doesn't have any.		Admittedly many people like it as it is widely available. But it is without doubt an acquired taste. For the rest of us, this is the stuff lost bets are made of. Malta India is about the worst use for a glass bottle short of breaking off the end and murdering somebody. If you enjoy vomiting, look no further.",idiot,1.0,,,,
