review/overall,user/gender,beer/style,user/ageInSeconds,beer/beerId,beer/ABV,beer/name
3.0,Male,Wheatwine,874850647.0,55900,12.0,Founders Nemesis 2009
4.5,Male,Wheatwine,1284822247.0,55900,12.0,Founders Nemesis 2009
2.5,Male,Wheatwine,1019228647.0,55900,12.0,Founders Nemesis 2009
4.0,Male,Wheatwine,870447847.0,55900,12.0,Founders Nemesis 2009
4.0,Male,Wheatwine,1011621847.0,55900,12.0,Founders Nemesis 2009
3.0,Male,Wheatwine,1269183848.0,55900,12.0,Founders Nemesis 2009
4.5,Male,Wheatwine,1002549848.0,55900,12.0,Founders Nemesis 2009
4.0,Male,Wheatwine,1096639447.0,55900,12.0,Founders Nemesis 2009
4.0,Male,Wheatwine,1016118247.0,55900,12.0,Founders Nemesis 2009
4.5,Male,Wheatwine,1256738647.0,55900,12.0,Founders Nemesis 2009
2.5,Male,Wheatwine,940341847.0,55900,12.0,Founders Nemesis 2009
5.0,Male,Wheatwine,813506647.0,55900,12.0,Founders Nemesis 2009
4.5,Male,Wheatwine,1031925847.0,55900,12.0,Founders Nemesis 2009
3.5,Male,Wheatwine,1210950247.0,55900,12.0,Founders Nemesis 2009
4.0,Female,Wheatwine,1042380247.0,55900,12.0,Founders Nemesis 2009
4.5,Male,Wheatwine,1016982247.0,55900,12.0,Founders Nemesis 2009
5.0,Male,Wheatwine,1080572647.0,55900,12.0,Founders Nemesis 2009
4.0,Male,Wheatwine,1041084248.0,55900,12.0,Founders Nemesis 2009
3.5,Male,Wheatwine,896886247.0,55900,12.0,Founders Nemesis 2009
3.0,Male,Wheatwine,1026572648.0,55900,12.0,Founders Nemesis 2009
4.0,Male,Wheatwine,847461848.0,55900,12.0,Founders Nemesis 2009
4.5,Male,Wheatwine,858351847.0,55900,12.0,Founders Nemesis 2009
4.5,Male,Wheatwine,1250694247.0,55900,12.0,Founders Nemesis 2009
4.0,Male,Wheatwine,1037282647.0,55900,12.0,Founders Nemesis 2009
4.5,Male,Wheatwine,1306249447.0,55900,12.0,Founders Nemesis 2009
4.5,Male,Wheatwine,1140534248.0,55900,12.0,Founders Nemesis 2009
4.0,Male,Wheatwine,1077375847.0,55900,12.0,Founders Nemesis 2009
4.0,Male,Wheatwine,1047481447.0,55900,12.0,Founders Nemesis 2009
4.5,Male,Wheatwine,1189001047.0,55900,12.0,Founders Nemesis 2009
2.5,Male,Wheatwine,1261577047.0,55900,12.0,Founders Nemesis 2009
4.5,Male,Wheatwine,1813935847.0,55900,12.0,Founders Nemesis 2009
4.5,Male,Wheatwine,913903447.0,55900,12.0,Founders Nemesis 2009
4.0,Male,Wheatwine,989075047.0,55900,12.0,Founders Nemesis 2009
4.0,Male,Wheatwine,905090647.0,55900,12.0,Founders Nemesis 2009
4.5,Male,Wheatwine,918137047.0,55900,12.0,Founders Nemesis 2009
3.0,Male,Wheatwine,1007733847.0,55900,12.0,Founders Nemesis 2009
4.0,Male,Wheatwine,856278247.0,55900,12.0,Founders Nemesis 2009
4.5,Male,Wheatwine,935676248.0,55900,12.0,Founders Nemesis 2009
5.0,Male,Wheatwine,1546005848.0,55900,12.0,Founders Nemesis 2009
4.0,Male,Wheatwine,1234447447.0,55900,12.0,Founders Nemesis 2009
4.0,Male,Wheatwine,1191765847.0,55900,12.0,Founders Nemesis 2009
4.0,Male,Wheatwine,889801448.0,55900,12.0,Founders Nemesis 2009
5.0,Male,Wheatwine,956675047.0,55900,12.0,Founders Nemesis 2009
4.5,Male,Wheatwine,865523048.0,55900,12.0,Founders Nemesis 2009
4.5,Male,Wheatwine,825087847.0,55900,12.0,Founders Nemesis 2009
4.0,Male,Wheatwine,1058022247.0,55900,12.0,Founders Nemesis 2009
4.0,Male,Wheatwine,1017673448.0,55900,12.0,Founders Nemesis 2009
4.0,Male,Wheatwine,948636247.0,55900,12.0,Founders Nemesis 2009
4.0,Male,Wheatwine,1407769447.0,55900,12.0,Founders Nemesis 2009
4.0,Female,Wheatwine,959785447.0,55900,12.0,Founders Nemesis 2009
4.0,Male,Wheatwine,1113923047.0,55900,12.0,Founders Nemesis 2009
4.5,Male,Wheatwine,1442585047.0,55900,12.0,Founders Nemesis 2009
2.5,Male,Wheatwine,1170165847.0,55900,12.0,Founders Nemesis 2009
3.0,Male,American Pale Ale (APA),858351847.0,53794,5.2,Founders The Chronic
4.5,Male,American IPA,1037455447.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1248015847.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,938959447.0,5441,7.2,Founders Centennial IPA
3.0,Male,American IPA,1416146647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,981813847.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1088694247.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,1284822247.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1129298647.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1111244647.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1497452647.0,5441,7.2,Founders Centennial IPA
3.0,Male,American IPA,894121447.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1048172647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1349186647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1094306647.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1042639447.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,865523048.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,954342247.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1129471447.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1285686247.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1350482647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1000476247.0,5441,7.2,Founders Centennial IPA
5.0,Male,American IPA,925571047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1154444647.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1170165847.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1045494248.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1005228247.0,5441,7.2,Founders Centennial IPA
5.0,Male,American IPA,1096639448.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1140534248.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,997283047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,975333847.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1677420247.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,973605847.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,963587047.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1319810647.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,1076249047.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1093701848.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1120230248.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,994604647.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1571321047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1878303847.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1424271847.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1215788647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1019228647.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1368630247.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,1412345047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1215529447.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1813935847.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1446818648.0,5441,7.2,Founders Centennial IPA
5.0,Male,American IPA,1301756647.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,961599847.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1022425447.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,1355753047.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,981990247.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,1189001047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1079103847.0,5441,7.2,Founders Centennial IPA
3.0,Male,American IPA,1023462247.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1285340647.0,5441,7.2,Founders Centennial IPA
5.0,Male,American IPA,1287327848.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,984236648.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,958316647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1049382247.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1021215847.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,3594722648.0,5441,7.2,Founders Centennial IPA
4.5,Female,American IPA,1013090647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1274972647.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1539353047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1300201447.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,835283048.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,787413847.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,988211047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,941033048.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,976197847.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1227967447.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1297433047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1263823447.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1076681047.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1500995047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1034949848.0,5441,7.2,Founders Centennial IPA
3.0,Male,American IPA,1110294247.0,5441,7.2,Founders Centennial IPA
5.0,Male,American IPA,1003586647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1035381847.0,5441,7.2,Founders Centennial IPA
5.0,Male,American IPA,1378562647.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,1442585047.0,5441,7.2,Founders Centennial IPA
5.0,Male,American IPA,1579701848.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1131631447.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1203865447.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1544882647.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,1616339048.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,897145447.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1563462247.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1076335447.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1085929447.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,829148647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1021475047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1181919847.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1941203048.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,887378647.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,807548648.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,1160748247.0,5441,7.2,Founders Centennial IPA
2.5,Male,American IPA,1779462248.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1301756647.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1214924647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,899219047.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1125583447.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,872089447.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1545141847.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,785858648.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1075212247.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1181919847.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1359900247.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1270825447.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,948636247.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,928595047.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,912089047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1399388647.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1480255447.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,733158247.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,851263447.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,974642647.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,983718247.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,921164647.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,828371047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,920473447.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,963068648.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,896108647.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1233410647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,807721447.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,820073047.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1834581847.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1073916247.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,947945047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1212851047.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,826643047.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1080572647.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,940514648.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1187363047.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1777129447.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,917186647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1096207448.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,784562647.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,928595047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1256738647.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1824818647.0,5441,7.2,Founders Centennial IPA
2.5,Male,American IPA,994777448.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,790697047.0,5441,7.2,Founders Centennial IPA
5.0,Male,American IPA,1200751448.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1110726247.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,1430147048.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,825087847.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,861289447.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,848585047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1028991847.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1090422248.0,5441,7.2,Founders Centennial IPA
5.0,Male,American IPA,1634047447.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1120143847.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1195653847.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,976975447.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1495724647.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1018364647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1125669847.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1199541847.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1016982248.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1631196247.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,905695447.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,842537047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,824569447.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1639145047.0,5441,7.2,Founders Centennial IPA
5.0,Male,American IPA,936799447.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,1077635047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1453471447.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,898787047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,929113447.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1210950247.0,5441,7.2,Founders Centennial IPA
5.0,Male,American IPA,1204383847.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1199369047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,860252647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1080572647.0,5441,7.2,Founders Centennial IPA
5.0,Male,American IPA,913644247.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1704290647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1019574247.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,896886247.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1054393447.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,850313047.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1307459047.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,822060247.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,813852248.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,934898647.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1591542247.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1713884647.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,906905047.0,5441,7.2,Founders Centennial IPA
4.5,Female,American IPA,867942247.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,995814247.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,834246247.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1395673447.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,844351447.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,926694247.0,5441,7.2,Founders Centennial IPA
3.0,Male,American IPA,920041447.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1110553447.0,5441,7.2,Founders Centennial IPA
3.0,Male,American IPA,842022247.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1284822247.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,983459047.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,923151847.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1037282647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1026659047.0,5441,7.2,Founders Centennial IPA
5.0,Male,American IPA,999439447.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,836579047.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,2234185447.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,956329447.0,5441,7.2,Founders Centennial IPA
5.0,Male,American IPA,916409047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,989852648.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,918137048.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1002290647.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,915372247.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1141311847.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1164377047.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,1135173847.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1008252247.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1018883047.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,989075047.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,905004248.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1108130648.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1827065047.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1081091048.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1235833447.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1161871447.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,1017673448.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1449410647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1039961047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,978444247.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1523286247.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1021129447.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1234447447.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1278947047.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,902588647.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,973519447.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,907855447.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,856278247.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1191765847.0,5441,7.2,Founders Centennial IPA
5.0,Male,American IPA,998489047.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1441029847.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,991753447.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,1354802647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1042207447.0,5441,7.2,Founders Centennial IPA
2.0,Male,American IPA,1863698647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,817049047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,839603048.0,5441,7.2,Founders Centennial IPA
5.0,Male,American IPA,1086534248.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,958748647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,926694247.0,5441,7.2,Founders Centennial IPA
5.0,Male,American IPA,1660403048.0,5441,7.2,Founders Centennial IPA
4.5,Female,American IPA,946389847.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1512050647.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1094306647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1444658647.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1051628647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1571321047.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,983027047.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1302361447.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1187363047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,919436647.0,5441,7.2,Founders Centennial IPA
5.0,Male,American IPA,1013958247.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,953132647.0,5441,7.2,Founders Centennial IPA
5.0,Male,American IPA,1153580647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1164981847.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1097589847.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1998227047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1205939047.0,5441,7.2,Founders Centennial IPA
5.0,Male,American IPA,1130681047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1072965847.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,808067047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,851609047.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,1274540647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1054998247.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1186239847.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1244300647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,950364247.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1096639447.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1192370647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1011362647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1376319847.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,931187047.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1149519847.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1323353047.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1863785047.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1139843047.0,5441,7.2,Founders Centennial IPA
3.5,Male,American IPA,1291903447.0,5441,7.2,Founders Centennial IPA
3.0,Male,American IPA,993827047.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,891443047.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,942242647.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1159797847.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1700748247.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,929372647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1505225047.0,5441,7.2,Founders Centennial IPA
5.0,Male,American IPA,1007733847.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1351346647.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,1085065447.0,5441,7.2,Founders Centennial IPA
4.0,Male,American IPA,1145631848.0,5441,7.2,Founders Centennial IPA
4.5,Male,American IPA,848066648.0,5441,7.2,Founders Centennial IPA
4.0,Male,Old Ale,949413847.0,59966,10.8,Founders Kaiser Curmudgeon
4.5,Male,Old Ale,968940247.0,59966,10.8,Founders Kaiser Curmudgeon
4.0,Male,Old Ale,3581417047.0,59966,10.8,Founders Kaiser Curmudgeon
4.0,Male,Old Ale,872089447.0,59966,10.8,Founders Kaiser Curmudgeon
4.5,Male,Old Ale,1125669847.0,59966,10.8,Founders Kaiser Curmudgeon
4.5,Male,Old Ale,1270825447.0,59966,10.8,Founders Kaiser Curmudgeon
3.0,Male,Old Ale,1080572647.0,59966,10.8,Founders Kaiser Curmudgeon
2.5,Male,Old Ale,1312124647.0,59966,10.8,Founders Kaiser Curmudgeon
3.5,Male,Old Ale,1018364647.0,59966,10.8,Founders Kaiser Curmudgeon
4.0,Male,Old Ale,1080572647.0,54827,10.5,Founders Black Biscuit
4.5,Male,Old Ale,999439447.0,54827,10.5,Founders Black Biscuit
4.0,Male,Old Ale,991753447.0,54827,10.5,Founders Black Biscuit
4.5,Male,Old Ale,1027350247.0,54827,10.5,Founders Black Biscuit
4.5,Male,Old Ale,1036073047.0,54827,10.5,Founders Black Biscuit
4.5,Male,Old Ale,834246247.0,54827,10.5,Founders Black Biscuit
4.5,Male,Old Ale,1079622247.0,54827,10.5,Founders Black Biscuit
4.0,Male,Old Ale,1256738647.0,54827,10.5,Founders Black Biscuit
3.5,Male,Old Ale,879084247.0,54827,10.5,Founders Black Biscuit
4.0,Male,Old Ale,912953047.0,54827,10.5,Founders Black Biscuit
5.0,Male,Old Ale,856623848.0,54827,10.5,Founders Black Biscuit
4.5,Male,Old Ale,1284822247.0,54827,10.5,Founders Black Biscuit
4.5,Male,Old Ale,1189001047.0,54827,10.5,Founders Black Biscuit
